agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix
tahoe-transportation-district,Tahoe Transportation District,D,69.0,2026-07-04,current,26843,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
tahoe-transportation-district-897,Tahoe Transportation District,D,69.0,2026-07-04,current,26843,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
golden-gate-transit,Golden Gate Transit,D,69.1,2026-07-04,current,70,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
city-of-milton-freewater-public-transportation-2189,City of Milton-Freewater Public Transportation,D,69.3,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
yuma-county-intergovernmental-public-transportation-authority-ycipta,Yuma County Intergovernmental Public Transportation Authority (YCIPTA),D,69.3,2026-07-04,current,181,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
i-ride-trolley-i-ride,I-RIDE Trolley (I-RIDE),D,69.5,2026-07-04,current,8582,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
charlotte-area-transit-system-cats-2265,Charlotte Area Transit System (CATS),D,69.7,2026-07-04,current,92,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
city-of-tracy-tracer-3099,City of Tracy (TRACER),D,69.8,2026-07-04,current,333,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
benton-area-transportation,Benton Area Transportation,D,70.0,2026-07-04,current,89,no,,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
trimet-portland-streetcar,"TriMet, Portland Streetcar",C,70.0,2026-07-04,current,147,no,,Review the rule documentation for 'block_trips_with_overlapping_stop_times' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
washington-state-department-of-transportation-wsdot-apple-line,Washington State Department of Transportation (WSDOT Apple Line),C,70.1,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
estes-transit-2047,Flex v2 included,C,70.2,2026-07-04,current,324,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
leprechaun-lines,Leprechaun Lines,C,70.2,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
usf-bull-runner,USF Bull Runner,C,70.2,2026-07-04,current,1641,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
maryland-transit-administration-469,Light Rail,C,70.8,2026-07-04,current,180,no,,Add feed_info.txt with feed_start_date and feed_end_date to your export.
transit-authority-of-northern-kentucky-tank-2068,Transit Authority of Northern Kentucky (TANK),C,70.9,2026-07-04,current,125,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
arlington-transit,Arlington Transit,C,71.1,2026-07-04,current,331,no,,Check the service alerts endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
cities-area-transit-2199,Cities Area Transit,C,71.1,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
red-rose-transit-authority-rrta-2000,Red Rose Transit Authority (RRTA),C,71.3,2026-07-04,current,545,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
sun-metro,Sun Metro,C,71.3,2026-07-04,current,161,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
kitsap-transit,Kitsap Transit,C,71.5,2026-07-04,current,70,no,,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
metrowest-regional-transit-authority-mwrta,MetroWest Regional Transit Authority (MWRTA),C,71.5,2026-07-04,current,116,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
galveston-island-transit,Galveston Island Transit,C,71.7,2026-07-04,current,65,no,,Review the rule documentation for 'trip_distance_exceeds_shape_distance' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
gwinnett-county-transit-2241,Gwinnett County Transit,C,71.7,2026-07-04,current,175,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
city-of-miami-beach,City of Miami Beach,C,72.0,2026-07-04,current,181,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
south-central-council-of-governments-sccog,Flex,C,72.0,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
south-metro-area-regional-transit-smart-2706,South Metro Area Regional Transit (SMART),C,72.1,2026-07-04,current,26843,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
los-angeles-county-metropolitan-transportation-authority-la-metro,Bus,C,72.2,2026-07-04,current,161,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
barrie-transit,Barrie Transit (Ontario),C,72.3,2026-07-04,current,119,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
coos-county-area-transit-ccat,Coos County Area Transit (CCAT),C,72.3,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
huntsville-shuttle-2081,Huntsville Shuttle,C,72.3,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
roadrunnertransit,RoadrunnerTransit,C,72.3,2026-07-04,current,212,no,,Review the rule documentation for 'stop_time_timepoint_without_times' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
everett-transit,Everett Transit,C,72.5,2026-07-04,current,63,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
wave-transit,fixed route,C,72.6,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
estes-transit-459,Estes Transit,C,72.8,2026-07-04,current,324,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
town-of-estes-park,Town of Estes Park,C,72.8,2026-07-04,current,324,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
kiowa-county-transit,Flex,C,72.9,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
outback-express,Flex,C,72.9,2026-07-04,current,301,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
columbia-county-public-transportation,Columbia County Public Transportation,C,73.1,2026-07-04,current,331,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
norwalk-transit-system-nts-2242,Norwalk Transit System (NTS),C,73.1,2026-07-04,current,1401,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
boston-express,Boston Express,C,73.4,2026-07-04,current,911,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
regional-transportation-district-rtd-2280,Bustang,C,73.4,2026-07-04,current,84,no,,Review the rule documentation for 'foreign_key_violation' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
city-of-corvallis-2283,City of Corvallis,C,73.5,2026-07-04,current,545,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
kings-area-rural-transit-2204,Kings Area Rural Transit,C,73.5,2026-07-04,current,545,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
mountain-line,Mountain Line,C,73.5,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
seastreak-ferry,Seastreak Ferry,C,73.5,2026-07-04,current,1356,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
metropolitan-transit-authority-mta-511,NYC Subway Supplemented,C,73.7,2026-07-04,current,65,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
baca-area-transportation,Baca Area Transportation,C,73.8,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
eastside-friends-of-seniors,Eastside Friends of Seniors,C,73.8,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
eco-transit-2045,Flex v2 included,C,73.8,2026-07-04,current,301,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
huntington-area-rapid-transit-hart,Huntington Area Rapid Transit (HART),C,73.8,2026-07-04,current,182,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
madera-county-transit,Madera County Transit,C,73.8,2026-07-04,current,181,no,,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
madera-county-transit-572,Madera County Transit,C,73.8,2026-07-04,current,181,no,,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
tulare-county-area-transit-tcat,Tulare County Area Transit (TCAT),C,73.8,2026-07-04,current,89,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
riverside-transit-agency,Riverside Transit Agency,C,73.9,2026-07-04,current,70,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
rensselaer-county-yankee-trails,Rensselaer County (Yankee Trails),C,74.1,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
montebello-bus-lines-2201,Montebello Bus Lines,C,74.2,2026-07-04,current,64,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
advance-transit,Advance Transit,C,74.3,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
advance-transit-631,Advance Transit,C,74.3,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
dekalb-public-transit,DeKalb Public Transit,C,74.3,2026-07-04,current,545,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
dekalb-public-transit-308,DeKalb Public Transit,C,74.3,2026-07-04,current,545,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
community-in-motion,Community in Motion,C,74.5,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
sound-generations-hyde-shuttle,do not use - deprecfated,C,74.6,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
guemes-island-ferry,Guemes Island Ferry,C,74.7,2026-07-04,current,319,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
island-transit,Island Transit,C,74.7,2026-07-04,current,89,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
blackstone-area-bus-service,Blackstone Area Bus Service,C,74.8,2026-07-04,current,240,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
blackstone-area-bus-service-235,Blackstone Area Bus Service,C,74.8,2026-07-04,current,240,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
loudoun-county-transit,Loudoun County Transit,C,74.8,2026-07-04,current,266,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
people-mover,People Mover,C,74.8,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
regional-transportation-district-rtd-178,Regional Transportation District (RTD),C,74.9,2026-07-04,current,84,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
london-transit-commission,London Transit Commission (Ontario),C,75.0,2026-07-04,current,63,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
fort-worth-transit-authority,Fort Worth Transit Authority,C,75.1,2026-07-04,current,84,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
trinity-metro,Trinity Metro,C,75.1,2026-07-04,current,84,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
burlington-urban-service,Burlington Urban Service,C,75.2,2026-07-04,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
burlington-urban-service-199,Burlington Urban Service,C,75.2,2026-07-04,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
greater-bridgeport-transit,Greater Bridgeport Transit,C,75.2,2026-07-04,current,176,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
greater-bridgeport-transit-530,Greater Bridgeport Transit,C,75.2,2026-07-04,current,176,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
mass-transportation-authority-flint-2287,Mass Transportation Authority Flint,C,75.2,2026-07-04,current,545,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
philomath-connection-2205,Philomath Connection,C,75.2,2026-07-04,current,545,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
stanislaus-regional-transit-start-2273,Stanislaus Regional Transit (StaRT),C,75.2,2026-07-04,current,361,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
bloomington-transit-2066,Bloomington Transit,C,75.3,2026-07-04,current,353,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
maryland-transit-administration-metro-subway,Metro SubwayLink,C,75.3,2026-07-04,current,180,no,,Add feed_info.txt with feed_start_date and feed_end_date to your export.
colorado-mountain-express,Colorado Mountain Express,C,75.4,2026-07-04,current,300,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
colorado-mountain-express-172,Colorado Mountain Express,C,75.4,2026-07-04,current,300,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
alexandria-dot,City of Alexandria,C,75.5,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
burns-paiute-tribal-transit,Burns Paiute Tribal Transit,C,75.5,2026-07-04,current,89,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
discover-goodwill,Flex v2 included,C,75.5,2026-07-04,current,89,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
elwha-transit,Elwha Transit,C,75.5,2026-07-04,current,212,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
grapeline,GrapeLine,C,75.5,2026-07-04,current,1092,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
gunnison-valley-rta,Flex v2 included,C,75.5,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
intercity-transit-2289,Intercity Transit,C,75.5,2026-07-04,current,301,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
paratransit-services,Paratransit Services,C,75.5,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
prairie-express-transit,Prairie Express Transit,C,75.5,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
prairie-express-transit-801,Prairie Express Transit,C,75.5,2026-07-04,current,150,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
prowers-area-transit,Flex v2 included,C,75.5,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
puget-sound-educational-service-district,Puget Sound Educational Service District,C,75.5,2026-07-04,current,301,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
snowmass-village-transportation,Snowmass Village Transportation,C,75.5,2026-07-04,current,78,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
snowmass-village-transportation-164,Snowmass Village Transportation,C,75.5,2026-07-04,current,78,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
southwest-rides,Flex,C,75.5,2026-07-04,current,332,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
link-transit-1971,Link Transit,C,75.6,2026-07-04,current,392,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
four-county-transit-2448,Flex,C,75.7,2026-07-04,current,300,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
massachusetts-bay-transportation-authority-mbta,Massachusetts Bay Transportation Authority (MBTA),C,75.7,2026-07-04,current,63,no,,Review the rule documentation for 'same_name_and_description_for_stop' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
move-stanislaus,Move Stanislaus,C,75.7,2026-07-04,current,89,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
tahoe-area-regional-transit-tart-north-lake-tahoe-express,Placer County,C,75.8,2026-07-04,current,65,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
tahoe-area-regional-transit-tart-north-lake-tahoe-express-94,Placer County,C,75.8,2026-07-04,current,65,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
clear-creek-county-transit,Clear Creek County Transit,C,75.9,2026-07-04,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
clear-creek-county-transit-313,Clear Creek County Transit,C,75.9,2026-07-04,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
link-transit,Link Transit,C,76.0,2026-07-04,current,184,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
clackco-connects-clackamas-county-2741,Flex,C,76.1,2026-07-04,current,150,no,,Review the rule documentation for 'invalid_pickup_drop_off_window' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
hiawathaland-transit,Hiawathaland Transit,C,76.2,2026-07-04,current,89,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
envida-2044,Flex v2 included,C,76.3,2026-07-04,current,150,no,,Review the rule documentation for 'trip_distance_exceeds_shape_distance' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
rochester-transit-service,Livingston County,C,76.3,2026-07-04,current,1312,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
colorado-school-of-mines,Colorado School Of Mines,C,76.4,2026-07-04,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
vineyard-fast-ferry,Vineyard Fast Ferry,C,76.5,2026-07-04,current,100,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
vineyard-fast-ferry-419,Vineyard Fast Ferry,C,76.5,2026-07-04,current,100,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
mountain-line-transit,Mountain Line Transit,C,76.6,2026-07-04,current,179,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
lake-champlain-ferries,Lake Champlain Ferries,C,76.7,2026-07-04,current,145,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
lake-champlain-ferries-547,Lake Champlain Ferries,C,76.7,2026-07-04,current,145,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
linx-transit-linn-benton-loop-albany-transit-system,"LINX Transit, Linn-Benton Loop, Albany Transit System",C,76.7,2026-07-04,current,181,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
roaring-fork-transportation-authority-rfta,Flex,C,76.7,2026-07-04,current,89,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
beaver-county-transit-authority-2262,Beaver County Transit Authority,C,77.0,2026-07-04,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
block-island-ferry,Block Island Ferry,C,77.0,2026-07-04,current,100,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
block-island-ferry-554,Block Island Ferry,C,77.0,2026-07-04,current,100,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
laketran,Laketran,C,77.0,2026-07-04,current,85,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
laketran-410,Laketran,C,77.0,2026-07-04,current,85,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
winter-park-transit,Winter Park Transit,C,77.0,2026-07-04,current,133,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
winter-park-transit-175,Winter Park Transit,C,77.0,2026-07-04,current,133,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
metro-st-louis-2035,Loop Trolley,C,77.1,2026-07-04,current,113,no,,"Add fare_attributes.txt (or Fares v2 files) with your fare structure. If your service is fare-free, ask to have it marked fare-free instead."
city-of-miami-gardens,City of Miami Gardens,C,77.2,2026-07-04,current,181,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
greater-dayton-regional-transit-authority-greater-dayton-rta,Greater Dayton Regional Transit Authority (Greater Dayton RTA),C,77.2,2026-07-04,current,63,no,,"Use mixed case for stop names and headsigns (e.g. 'Main St & 2nd Ave', not 'MAIN ST & 2ND AVE')."
lake-county-connection-2255,Lake County Connection,C,77.4,2026-07-04,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
cripple-creek-transportation-2042,Flex v2 included,C,77.5,2026-07-04,current,103,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
morongo-basin-transit-authority,Morongo Basin Transit Authority,C,77.5,2026-07-04,current,181,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
morongo-basin-transit-authority-579,Morongo Basin Transit Authority,C,77.5,2026-07-04,current,181,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
columbia-county-public-transportation-3116,Columbia County Public Transportation,C,77.7,2026-07-04,current,1276,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
el-paso-transportation-authority,El Paso Transportation Authority,C,77.7,2026-07-04,current,300,no,,Check the service alerts endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
middletown-area-transit-mat,Middletown Area Transit (MAT),C,77.7,2026-07-04,current,327,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
middletown-area-transit-mat-551,Middletown Area Transit (MAT),C,77.7,2026-07-04,current,327,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
metro-ride,Metro Ride,C,77.8,2026-07-04,current,181,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
metro-ride-830,Metro Ride,C,77.8,2026-07-04,current,181,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
columbia-county-rider,Columbia County Rider,C,77.9,2026-07-04,current,120,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
emery-go-round-2224,Emery Go-Round,C,77.9,2026-07-04,current,511,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
green-mountain-community-network-gmcn,Green Mountain Community Network (GMCN),C,78.0,2026-07-04,current,212,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
green-mountain-community-network-gmcn-539,Green Mountain Community Network (GMCN),C,78.0,2026-07-04,current,212,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
montachusett-regional-transit-authority-mart,Montachusett Regional Transit Authority (MART),C,78.0,2026-07-04,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
montachusett-regional-transit-authority-mart-433,Montachusett Regional Transit Authority (MART),C,78.0,2026-07-04,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
southeast-area-transit-district-2240,Southeast Area Transit District,C,78.0,2026-07-04,current,358,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
clallam-transit-system,Clallam Transit System,C,78.2,2026-07-04,current,322,no,,Re-generate shape distances in your export; flag to your vendor if it persists.
clallam-transit-system-279,Clallam Transit System,C,78.2,2026-07-04,current,322,no,,Re-generate shape distances in your export; flag to your vendor if it persists.
everett-transit-3038,Everett Transit,C,78.2,2026-07-04,current,63,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
humboldt-transit-authority,Humboldt Transit Authority,C,78.2,2026-07-04,current,180,no,,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
